k,il,il_hat,vc,vc_hat,vR2,vR2_hat,iR2,iR2_hat
2267,8.439351,8.428711,-16.857495,-16.864258,18.975351,18.978181,0.020088,0.018971
2268,8.758957,8.746094,-17.495810,-17.500977,19.692177,19.694500,0.020097,0.019688
2269,9.045381,9.032227,-18.067848,-18.071289,20.335677,20.336574,0.020833,0.020329
2270,9.294092,9.280273,-18.564550,-18.567383,20.896403,20.894877,0.020077,0.020887
2271,9.507052,9.491211,-18.989845,-18.989258,21.373403,21.369656,0.021430,0.021362
2272,9.683058,9.665039,-19.341326,-19.337891,21.768677,21.761885,0.020663,0.021754
2273,9.819389,9.799805,-19.613556,-19.606445,22.075810,22.064238,0.023392,0.022056
2274,9.918163,9.896484,-19.810772,-19.797852,22.298206,22.279891,0.022313,0.022272
2275,9.975974,9.951172,-19.926162,-19.907227,22.428953,22.402982,0.022135,0.022395
2276,9.996725,9.967773,-19.967537,-19.939453,22.475505,22.439372,0.021535,0.022431
2277,9.976059,9.944336,-19.926175,-19.889648,22.426678,22.383688,0.023216,0.022376
2278,9.917091,9.882812,-19.808316,-19.767578,22.295267,22.246188,0.022852,0.022238
2279,9.818705,9.783203,-19.611721,-19.570312,22.074383,22.023941,0.022117,0.022016
2280,9.682293,9.647461,-19.339175,-19.300781,21.767876,21.720366,0.022721,0.021713
2281,9.508011,9.476562,-18.990988,-18.958984,21.374758,21.335708,0.021350,0.021328
2282,9.295074,9.267578,-18.565591,-18.541992,20.896003,20.866303,0.020671,0.020859
2283,9.044703,9.021484,-18.065424,-18.050781,20.332956,20.313372,0.021398,0.020306
2284,8.760232,8.741211,-17.497152,-17.490234,19.694902,19.682532,0.019209,0.019676
2285,8.440633,8.423828,-16.858714,-16.857422,18.976144,18.970121,0.018797,0.018963
2286,8.088228,8.074219,-16.154752,-16.156250,18.183610,18.181266,0.016862,0.018175
2287,7.703603,7.690430,-15.386438,-15.389648,17.318341,17.318411,0.017090,0.017312
2288,7.288528,7.276367,-14.557305,-14.561523,16.383948,16.386439,0.015159,0.016381
2289,6.844431,6.833984,-13.670206,-13.674805,15.386352,15.388770,0.017789,0.015383
2290,6.373122,6.363281,-12.728757,-12.734375,14.327316,14.330288,0.013613,0.014325
2291,5.877110,5.868164,-11.737971,-11.744141,13.212173,13.215879,0.014364,0.013211
2292,5.357371,5.348633,-10.699796,-10.704102,12.042771,12.045541,0.012746,0.012041
2293,4.817101,4.808594,-9.620618,-9.625000,10.828033,10.830998,0.011470,0.010827
2294,4.256683,4.250000,-8.501196,-8.506836,9.569465,9.572738,0.011134,0.009569
2295,3.680071,3.673828,-7.349438,-7.354492,8.272667,8.275890,0.008526,0.008273
2296,3.089110,3.083984,-6.169021,-6.173828,6.944489,6.947293,0.007282,0.006945
2297,2.486534,2.482422,-4.965411,-4.969727,5.590714,5.592319,0.005122,0.005590
2298,1.874112,1.871094,-3.742136,-3.746094,4.214068,4.215365,0.002737,0.004214
2299,1.253596,1.250977,-2.502699,-2.503906,2.816132,2.817652,0.001828,0.002817
2300,0.629273,0.627930,-1.255666,-1.257812,1.414243,1.415298,0.002067,0.001415
2301,0.001668,0.000000,-0.002080,-0.001953,0.002302,0.001954,0.000167,0.000002
2302,-0.625569,-0.625977,1.250765,1.249023,-1.406837,-1.406017,-0.000207,-0.001406
2303,-1.251189,-1.250977,2.500377,2.500000,-2.813699,-2.813744,-0.003326,-0.002813
2304,-1.872687,-1.872070,3.741751,3.741211,-4.210921,-4.210725,-0.005523,-0.004209
2305,-2.485451,-2.484375,4.965671,4.967773,-5.590454,-5.590854,-0.005105,-0.005589
2306,-3.087814,-3.084961,6.168813,6.170898,-6.942839,-6.944607,-0.006389,-0.006942
2307,-3.678129,-3.674805,7.347887,7.349609,-8.269738,-8.271250,-0.007631,-0.008268
2308,-4.255260,-4.250977,8.500623,8.503906,-9.567911,-9.570052,-0.009226,-0.009567
2309,-4.814372,-4.809570,9.617360,9.622070,-10.825736,-10.828311,-0.012379,-0.010824
2310,-5.355855,-5.350586,10.698885,10.702148,-12.042485,-12.044076,-0.012469,-0.012040
2311,-5.875668,-5.870117,11.737117,11.741211,-13.210307,-13.213437,-0.012785,-0.013209
2312,-6.372173,-6.365234,12.728792,12.733398,-14.326892,-14.329800,-0.013597,-0.014325
2313,-6.842973,-6.835938,13.669118,13.673828,-15.385131,-15.388282,-0.015265,-0.015383
2314,-7.286318,-7.278320,14.554602,14.558594,-16.381416,-16.383997,-0.017085,-0.016378
2315,-7.701859,-7.692383,15.384549,15.387695,-17.314241,-17.316946,-0.019339,-0.017311
2316,-8.086017,-8.077148,16.151805,16.157227,-18.179909,-18.182976,-0.018361,-0.018177
2317,-8.439606,-8.428711,16.858005,16.861328,-18.973603,-18.975250,-0.019485,-0.018969
2318,-8.759296,-8.749023,17.496487,17.500977,-19.694073,-19.695233,-0.019968,-0.019688
2319,-9.043161,-9.032227,18.063409,18.067383,-20.332320,-20.332666,-0.021146,-0.020325
2320,-9.292088,-9.280273,18.560548,18.562500,-20.890675,-20.889993,-0.020320,-0.020883
2321,-9.505977,-9.493164,18.987699,18.987305,-21.371195,-21.368191,-0.019822,-0.021361
2322,-9.681745,-9.666992,19.338704,19.334961,-21.765281,-21.759443,-0.022970,-0.021752
2323,-9.819913,-9.803711,19.614607,19.609375,-22.077443,-22.068146,-0.021002,-0.022060
2324,-9.917918,-9.898438,19.810281,19.798828,-22.297173,-22.281357,-0.022284,-0.022273
2325,-9.976198,-9.954102,19.926612,19.907227,-22.428816,-22.403715,-0.022129,-0.022396
2326,-9.996767,-9.970703,19.967621,19.940430,-22.474208,-22.441082,-0.022865,-0.022433
2327,-9.978008,-9.948242,19.930072,19.895508,-22.433010,-22.390527,-0.023780,-0.022383
2328,-9.918607,-9.886719,19.811343,19.771484,-22.299567,-22.251073,-0.023186,-0.022243
2329,-9.819405,-9.787109,19.613118,19.572266,-22.075120,-22.026872,-0.021366,-0.022019
2330,-9.682466,-9.650391,19.339519,19.302734,-21.769556,-21.723053,-0.020680,-0.021715
2331,-9.507487,-9.478516,18.989940,18.959961,-21.375620,-21.337174,-0.020436,-0.021330
2332,-9.294592,-9.269531,18.564628,18.541992,-20.894776,-20.866792,-0.021962,-0.020859
2333,-9.045196,-9.025391,18.066410,18.053711,-20.335625,-20.317280,-0.019521,-0.020310
2334,-8.760396,-8.743164,17.497480,17.492188,-19.695889,-19.684975,-0.020438,-0.019678
2335,-8.440719,-8.426758,16.858885,16.857422,-18.977070,-18.970854,-0.018082,-0.018964
2336,-8.087485,-8.074219,16.153269,16.154297,-18.182438,-18.179313,-0.017753,-0.018173
2337,-7.703425,-7.692383,15.386084,15.387695,-17.317486,-17.316946,-0.015709,-0.017311
2338,-7.288116,-7.277344,14.556481,14.558594,-16.382544,-16.383753,-0.017322,-0.016378
2339,-6.844047,-6.834961,13.669439,13.672852,-15.385546,-15.387061,-0.014859,-0.015382
2340,-6.373238,-6.364258,12.728989,12.733398,-14.327321,-14.329556,-0.013697,-0.014324
2341,-5.877026,-5.869141,11.737804,11.743164,-13.213204,-13.215146,-0.013119,-0.013210
2342,-5.356962,-5.350586,10.698978,10.704102,-12.043951,-12.046029,-0.010452,-0.012042
2343,-4.817222,-4.810547,9.620860,9.624023,-10.828320,-10.830509,-0.009993,-0.010827
2344,-4.257853,-4.251953,8.503536,8.506836,-9.570692,-9.573227,-0.011078,-0.009570
2345,-3.680872,-3.675781,7.351036,7.352539,-8.272947,-8.274425,-0.007997,-0.008271
2346,-3.089285,-3.085938,6.169369,6.170898,-6.944172,-6.944851,-0.007107,-0.006942
2347,-2.487128,-2.483398,4.966597,4.966797,-5.588667,-5.589633,-0.006724,-0.005588
2348,-1.874510,-1.872070,3.742932,3.742188,-4.211051,-4.211702,-0.003147,-0.004210
2349,-1.254039,-1.252930,2.503584,2.503906,-2.817498,-2.818140,-0.002675,-0.002817
2350,-0.628585,-0.627930,1.254290,1.252930,-1.411773,-1.410414,-0.000679,-0.001410
2351,-0.001192,-0.001953,0.001129,0.000000,-0.002039,-0.000489,0.000567,-0.000000
2352,0.627033,0.626953,-1.253691,-1.256836,1.413916,1.414077,0.001756,0.001414
2353,1.252963,1.251953,-2.503922,-2.504883,2.817775,2.818873,0.003488,0.002818
2354,1.872952,1.871094,-3.742278,-3.746094,4.212971,4.215365,0.003542,0.004214
2355,2.485631,2.483398,-4.966030,-4.969727,5.590191,5.592564,0.004540,0.005591
2356,3.088272,3.084961,-6.169728,-6.172852,6.943904,6.946561,0.008219,0.006944
2357,3.679489,3.675781,-7.350605,-7.356445,8.274755,8.278333,0.008185,0.008275
2358,4.255108,4.250977,-8.500317,-8.505859,9.569003,9.572005,0.011179,0.009569
2359,4.815089,4.809570,-9.618794,-9.623047,10.825259,10.829288,0.010869,0.010825
2360,5.354511,5.347656,-10.696195,-10.702148,12.039125,12.043343,0.012939,0.012039
2361,5.874525,5.867188,-11.734835,-11.741211,13.208922,13.212704,0.013045,0.013208
2362,6.371386,6.363281,-12.727221,-12.733398,14.324860,14.329311,0.012917,0.014324
2363,6.842436,6.833984,-13.668047,-13.674805,15.384724,15.388770,0.015202,0.015383
2364,7.287625,7.278320,-14.557217,-14.563477,16.385019,16.388881,0.016582,0.016383
2365,7.701274,7.692383,-15.383379,-15.392578,17.316676,17.321830,0.015752,0.017316
2366,8.085914,8.075195,-16.151602,-16.157227,18.179151,18.182488,0.016405,0.018176
2367,8.439280,8.427734,-16.857354,-16.861328,18.971947,18.975006,0.020239,0.018968
2368,8.759773,8.747070,-17.497442,-17.501953,19.694212,19.695721,0.019885,0.019689
2369,9.045176,9.032227,-18.067438,-18.071289,20.335592,20.336574,0.022080,0.020329
2370,9.294540,9.280273,-18.565446,-18.568359,20.895695,20.895854,0.021486,0.020888
2371,9.507114,9.491211,-18.989969,-18.990234,21.374483,21.370632,0.020768,0.021363
2372,9.682352,9.664062,-19.339915,-19.335938,21.767473,21.759687,0.019661,0.021752
2373,9.820340,9.800781,-19.615459,-19.607422,22.077502,22.065460,0.020813,0.022058
2374,9.917620,9.895508,-19.809684,-19.795898,22.296467,22.277693,0.022920,0.022270
2375,9.976457,9.952148,-19.927129,-19.907227,22.431170,22.403226,0.022668,0.022395
2376,9.995636,9.966797,-19.965359,-19.937500,22.470597,22.437174,0.022757,0.022429
2377,9.976232,9.944336,-19.926523,-19.890625,22.427805,22.384665,0.022857,0.022377
2378,9.917546,9.882812,-19.809225,-19.767578,22.295962,22.246188,0.023643,0.022238
2379,9.819593,9.784180,-19.613495,-19.571289,22.075709,22.025162,0.022826,0.022017
2380,9.682804,9.648438,-19.340195,-19.301758,21.768764,21.721587,0.022108,0.021714
2381,9.507886,9.476562,-18.990738,-18.958984,21.374417,21.335708,0.022157,0.021328
2382,9.294795,9.267578,-18.565033,-18.542969,20.896225,20.867280,0.020645,0.020860
2383,9.045635,9.022461,-18.067288,-18.053711,20.336581,20.316547,0.020291,0.020309
2384,8.760186,8.740234,-17.497059,-17.488281,19.691723,19.680334,0.018771,0.019673
2385,8.440122,8.423828,-16.857692,-16.857422,18.975091,18.970121,0.017802,0.018963
2386,8.087161,8.072266,-16.152621,-16.154297,18.181250,18.178824,0.017036,0.018172
2387,7.703031,7.690430,-15.385295,-15.389648,17.318755,17.318411,0.018179,0.017312
2388,7.287132,7.275391,-14.554515,-14.559570,16.381938,16.384241,0.015923,0.016378
2389,6.843161,6.833008,-13.667670,-13.672852,15.383804,15.386572,0.013947,0.015381
2390,6.372563,6.363281,-12.727642,-12.734375,14.327267,14.330288,0.014951,0.014325
2391,5.876703,5.868164,-11.737159,-11.743164,13.212129,13.214902,0.013647,0.013210
2392,5.357957,5.349609,-10.700969,-10.708008,12.046412,12.049692,0.012713,0.012045
2393,4.815728,4.807617,-9.617871,-9.623047,10.825411,10.828800,0.011813,0.010825
2394,4.256979,4.250000,-8.501791,-8.505859,9.568534,9.571761,0.009677,0.009568
2395,3.680502,3.673828,-7.350299,-7.353516,8.272749,8.274913,0.007991,0.008272
2396,3.090519,3.085938,-6.171837,-6.176758,6.949147,6.950712,0.006440,0.006948
2397,2.487485,2.482422,-4.967309,-4.968750,5.589517,5.591343,0.004691,0.005589
2398,1.873503,1.869141,-3.740917,-3.743164,4.210267,4.211946,0.002510,0.004210
2399,1.253492,1.250977,-2.502492,-2.504883,2.817154,2.818629,0.001467,0.002818
2400,0.627829,0.625977,-1.252781,-1.252930,1.409678,1.409925,0.002396,0.001409
2401,0.000578,-0.000977,0.000097,-0.000977,0.000697,0.000733,-0.001081,0.000001
2402,-0.627308,-0.627930,1.254240,1.252930,-1.411006,-1.410414,-0.000288,-0.001410
2403,-1.250960,-1.250977,2.499917,2.498047,-2.811754,-2.811791,-0.002505,-0.002811
2404,-1.870568,-1.870117,3.737515,3.738281,-4.207263,-4.207306,-0.003043,-0.004206
2405,-2.484840,-2.483398,4.964455,4.965820,-5.587054,-5.588656,-0.005204,-0.005587
2406,-3.088799,-3.085938,6.170783,6.172852,-6.946109,-6.946805,-0.007292,-0.006944
2407,-3.679623,-3.676758,7.350870,7.353516,-8.273479,-8.275646,-0.009621,-0.008273
2408,-4.255578,-4.250977,8.501256,8.502930,-9.567567,-9.569075,-0.008505,-0.009566
2409,-4.815584,-4.811523,9.619782,9.624023,-10.828254,-10.830754,-0.011260,-0.010827
2410,-5.356339,-5.351562,10.699849,10.704102,-12.044422,-12.046274,-0.012161,-0.012042
2411,-5.875000,-5.869141,11.735780,11.740234,-13.209003,-13.212215,-0.012551,-0.013208
2412,-6.372516,-6.366211,12.729480,12.734375,-14.327430,-14.331021,-0.013707,-0.014326
2413,-6.842285,-6.834961,13.667743,13.672852,-15.384167,-15.387061,-0.013952,-0.015382
2414,-7.286448,-7.278320,14.554865,14.559570,-16.382371,-16.384974,-0.015597,-0.016379
2415,-7.701622,-7.693359,15.384075,15.388672,-17.314693,-17.318167,-0.015931,-0.017312
2416,-8.087174,-8.078125,16.154120,16.159180,-18.182092,-18.185174,-0.019322,-0.018179
2417,-8.440427,-8.430664,16.859644,16.864258,-18.975831,-18.978669,-0.015983,-0.018972
2418,-8.759765,-8.749023,17.497424,17.501953,-19.694599,-19.696209,-0.021297,-0.019689
2419,-9.045173,-9.033203,18.067432,18.068359,-20.333630,-20.333887,-0.020576,-0.020327
2420,-9.294470,-9.281250,18.565306,18.565430,-20.894402,-20.893168,-0.021076,-0.020886
2421,-9.507501,-9.495117,18.990742,18.992188,-21.376811,-21.373563,-0.021158,-0.021366
2422,-9.682160,-9.667969,19.339529,19.336914,-21.768530,-21.761641,-0.022085,-0.021754
2423,-9.819498,-9.802734,19.613775,19.606445,-22.076124,-22.064971,-0.021219,-0.022057
2424,-9.918179,-9.898438,19.810805,19.798828,-22.297974,-22.281357,-0.022851,-0.022273
2425,-9.976260,-9.953125,19.926734,19.907227,-22.427978,-22.403471,-0.021298,-0.022396
2426,-9.997059,-9.970703,19.968205,19.940430,-22.474975,-22.441082,-0.022848,-0.022433
2427,-9.977636,-9.947266,19.929327,19.894531,-22.430578,-22.389305,-0.022815,-0.022381
2428,-9.917474,-9.885742,19.809078,19.768555,-22.296012,-22.247898,-0.022542,-0.022240
2429,-9.819350,-9.787109,19.613010,19.573242,-22.074785,-22.027849,-0.022311,-0.022020
2430,-9.681783,-9.651367,19.338154,19.301758,-21.766928,-21.722320,-0.021454,-0.021715
2431,-9.506697,-9.479492,18.988362,18.958984,-21.372056,-21.336441,-0.020310,-0.021329
2432,-9.293840,-9.270508,18.563126,18.542969,-20.894914,-20.868013,-0.022124,-0.020861
2433,-9.045424,-9.025391,18.066867,18.055664,-20.336775,-20.319233,-0.021269,-0.020312
2434,-8.759441,-8.742188,17.495570,17.488281,-19.690435,-19.680823,-0.019054,-0.019674
2435,-8.440392,-8.425781,16.858233,16.856445,-18.975375,-18.969633,-0.018741,-0.018963
2436,-8.087045,-8.074219,16.152388,16.153320,-18.181085,-18.178336,-0.017721,-0.018172
2437,-7.702406,-7.691406,15.384047,15.386719,-17.316650,-17.315725,-0.016271,-0.017310
2438,-7.287652,-7.277344,14.555555,14.559570,-16.384059,-16.384730,-0.016702,-0.016379
2439,-6.844560,-6.834961,13.670466,13.673828,-15.386551,-15.388037,-0.016357,-0.015383
2440,-6.372822,-6.365234,12.728157,12.732422,-14.327821,-14.328823,-0.014526,-0.014324
2441,-5.877110,-5.869141,11.737973,11.741211,-13.211626,-13.213192,-0.012504,-0.013208
2442,-5.357133,-5.349609,10.699319,10.702148,-12.041696,-12.043831,-0.011644,-0.012040
2443,-4.816646,-4.810547,9.619709,9.624023,-10.828704,-10.830509,-0.011265,-0.010827
2444,-4.256996,-4.251953,8.501823,8.505859,-9.571030,-9.572250,-0.010666,-0.009569
2445,-3.680822,-3.675781,7.350939,7.351562,-8.271928,-8.273448,-0.007194,-0.008271
2446,-3.089986,-3.085938,6.170771,6.171875,-6.944892,-6.945828,-0.008129,-0.006943
2447,-2.486424,-2.483398,4.965189,4.966797,-5.589587,-5.589633,-0.005817,-0.005588
2448,-1.874169,-1.872070,3.742251,3.743164,-4.212359,-4.212679,-0.003565,-0.004211
2449,-1.253849,-1.252930,2.503206,2.504883,-2.818963,-2.819117,-0.000681,-0.002818
2450,-0.629318,-0.627930,1.255756,1.254883,-1.413411,-1.412367,-0.002513,-0.001412
2451,-0.000598,-0.000977,-0.000060,0.000000,-0.001014,-0.000244,-0.000338,-0.000000
2452,0.627218,0.625977,-1.254060,-1.252930,1.409463,1.409925,0.001490,0.001409
2453,1.251470,1.250977,-2.500936,-2.503906,2.815713,2.817652,0.000689,0.002817
2454,1.871299,1.870117,-3.738977,-3.742188,4.209479,4.211213,0.003890,0.004210
2455,2.484185,2.481445,-4.963142,-4.965820,5.585818,5.588168,0.005829,0.005586
2456,3.088342,3.083984,-6.169871,-6.171875,6.942357,6.945339,0.007134,0.006943
2457,3.680348,3.675781,-7.352322,-7.355469,8.275162,8.277356,0.009578,0.008274
2458,4.255535,4.250977,-8.501169,-8.505859,9.568371,9.572005,0.008740,0.009569
2459,4.814597,4.808594,-9.617809,-9.622070,10.824198,10.828067,0.011324,0.010824
2460,5.354958,5.348633,-10.697090,-10.703125,12.040643,12.044564,0.014042,0.012040
2461,5.874983,5.867188,-11.735749,-11.740234,13.207599,13.211727,0.012591,0.013207
2462,6.372010,6.363281,-12.728467,-12.733398,14.324849,14.329311,0.014640,0.014324
2463,6.842940,6.833984,-13.669053,-13.676758,15.386085,15.390724,0.017858,0.015385
2464,7.285980,7.276367,-14.553927,-14.559570,16.379986,16.384485,0.015898,0.016379
2465,7.701091,7.691406,-15.383016,-15.390625,17.315149,17.319632,0.017506,0.017313
2466,8.086629,8.076172,-16.153032,-16.158203,18.180536,18.183709,0.018340,0.018177
2467,8.439737,8.428711,-16.858266,-16.865234,18.976408,18.979157,0.020104,0.018972
2468,8.759517,8.747070,-17.496930,-17.501953,19.693465,19.695721,0.019403,0.019689
2469,9.044599,9.031250,-18.066284,-18.069336,20.333307,20.334375,0.020018,0.020327
2470,9.293449,9.278320,-18.563265,-18.564453,20.892200,20.891458,0.019580,0.020884
2471,9.505574,9.489258,-18.986892,-18.986328,21.369661,21.366236,0.021785,0.021359
2472,9.680982,9.664062,-19.337179,-19.333008,21.765460,21.756756,0.020363,0.021749
2473,9.819614,9.800781,-19.614010,-19.607422,22.077081,22.065460,0.021933,0.022058
2474,9.917863,9.897461,-19.810172,-19.797852,22.298166,22.280136,0.021207,0.022272
2475,9.976995,9.952148,-19.928205,-19.909180,22.429240,22.405180,0.023875,0.022397
2476,9.996730,9.968750,-19.967545,-19.940430,22.475290,22.440593,0.021624,0.022433
2477,9.976633,9.945312,-19.927323,-19.891602,22.430137,22.385886,0.025155,0.022378
2478,9.917767,9.883789,-19.809667,-19.768555,22.296801,22.247409,0.022115,0.022240
2479,9.819523,9.784180,-19.613354,-19.572266,22.076561,22.026139,0.022229,0.022018
2480,9.682492,9.647461,-19.339572,-19.300781,21.768499,21.720366,0.021214,0.021713
2481,9.507503,9.476562,-18.989972,-18.958984,21.375146,21.335708,0.021634,0.021328
2482,9.295515,9.268555,-18.566473,-18.542969,20.896336,20.867524,0.021317,0.020860
2483,9.046212,9.023438,-18.068439,-18.054688,20.336066,20.317768,0.020879,0.020311
2484,8.760598,8.741211,-17.497881,-17.492188,19.696266,19.684486,0.020055,0.019677
2485,8.441013,8.423828,-16.859472,-16.857422,18.976903,18.970121,0.018482,0.018963
2486,8.087942,8.073242,-16.154180,-16.155273,18.181719,18.180045,0.016898,0.018174
2487,7.702560,7.689453,-15.384354,-15.387695,17.317081,17.316213,0.016951,0.017310
2488,7.287433,7.275391,-14.555117,-14.559570,16.382422,16.384241,0.017368,0.016378
2489,6.842402,6.832031,-13.666150,-13.672852,15.383068,15.386328,0.015817,0.015381
2490,6.371935,6.362305,-12.726388,-12.732422,14.324774,14.328090,0.013007,0.014323
2491,5.875931,5.867188,-11.735616,-11.742188,13.210983,13.213680,0.012610,0.013209
2492,5.357016,5.349609,-10.699089,-10.706055,12.044288,12.047739,0.012343,0.012043
2493,4.816243,4.808594,-9.618903,-9.624023,10.826739,10.830021,0.011870,0.010826
2494,4.256393,4.249023,-8.500617,-8.503906,9.567307,9.569563,0.008911,0.009566
2495,3.681149,3.675781,-7.351593,-7.357422,8.276939,8.279310,0.008154,0.008276
2496,3.090194,3.084961,-6.171185,-6.175781,6.946618,6.949491,0.008239,0.006947
2497,2.486709,2.482422,-4.965758,-4.969727,5.590135,5.592319,0.006922,0.005590
2498,1.874171,1.871094,-3.742254,-3.746094,4.214059,4.215365,0.003894,0.004214
2499,1.253666,1.250977,-2.502839,-2.503906,2.815505,2.817652,0.000835,0.002817
2500,0.628171,0.625977,-1.253462,-1.253906,1.410834,1.410902,0.002413,0.001410
2501,0.001540,0.000000,-0.001825,-0.001953,0.002408,0.001954,-0.000653,0.000002
2502,-0.625852,-0.625977,1.251330,1.251953,-1.409259,-1.408948,-0.002682,-0.001408
2503,-1.252483,-1.252930,2.502965,2.503906,-2.819030,-2.818140,-0.001984,-0.002817
2504,-1.872660,-1.872070,3.741694,3.743164,-4.212403,-4.212679,-0.004823,-0.004211
2505,-2.485181,-2.483398,4.965131,4.964844,-5.587060,-5.587679,-0.004579,-0.005586
2506,-3.088097,-3.085938,6.169379,6.172852,-6.944859,-6.946805,-0.006483,-0.006944
2507,-3.679615,-3.676758,7.350857,7.353516,-8.274154,-8.275646,-0.008928,-0.008273
2508,-4.255021,-4.250977,8.500142,8.503906,-9.567550,-9.570052,-0.010140,-0.009567
2509,-4.814192,-4.808594,9.617001,9.619141,-10.823201,-10.825137,-0.011430,-0.010821
